duration
999990
999988
999985
999984
999983
999982
999981
999980
999977
999976
999973
999972
999969
999968
999967
999965
999964
999963
999959
999957
999956
999955
999953
999952
999951
999950
999947
999946
999943
999942
999941
999935
999934
999933
999932
999930
999929
999928
999927
999926
999925
999924
999923
999921
999919
999918
999917
999915
999914
999913
999911
999908
999905
999904
999903
999901
999898
999897
999895
999894
999892
999891
999889
999887
999882
999879
999878
999870
999868
999859
999854
999848
999845
999835
999828
999827
999826
999825
999824
999823
999822
999820
999819
999818
999816
999811
999810
999809
999808
999807
999805
999803
999802
999800
999799
999796
999791
999790
999786
999783
999782
999781
999776
999774
999771
999768
999762
999760
999752
999751
999750
999748
999744
999736
999734
999733
999732
999729
999727
999723
999708
999704
999685
999684
999683
999681
999680
999677
999676
999670
999667
999666
999662
999659
999657
999650
999647
999646
999645
999641
999637
999633
999632
999631
999626
999623
999622
999611
999610
999606
999602
999598
999595
999594
999593
999591
999588
999583
999580
999579
999578
999577
999576
999575
999572
999570
999567
999564
999562
999561
999555
999554
999549
999544
999535
999531
999529
999528
999526
999525
999523
999522
999521
999517
999516
999514
999512
999511
999510
999505
999501
999500
999498
999497
999496
999494
999493
999492
999491
999490
999488
999487
999486
999484
999482
999481
999480
999478
999477
999475
999473
999472
999471
999470
999468
999466
999463
999460
999459
999458
999456
999455
999454
999452
999451
999449
999448
999447
999443
999441
999438
999436
999430
999428
999427
999421
999419
999416
999415
999412
999411
999409
999407
999406
999405
999402
999401
999397
999396
999395
999394
999393
999392
999391
999389
999384
999383
999378
999377
999376
999375
999372
999371
999370
999368
999361
999360
999358
999354
999351
999346
999345
999340
999336
999334
999333
999328
999327
999325
999324
999323
999314
999310
999309
999304
999303
999302
999300
999299
999297
999296
999294
999291
999290
999285
999283
999282
999281
999278
999277
999275
999271
999268
999267
999258
999255
999254
999252
999249
999248
999247
999243
999242
999241
999240
999238
999237
999236
999233
999232
999227
999226
999225
999221
999218
999217
999216
999215
999207
999204
999202
999200
999197
999196
999194
999190
999189
999186
999185
999183
999181
999180
999177
999176
999167
999162
999159
999156
999154
999152
999150
999149
999148
999147
999144
999142
999141
999140
999138
999133
999132
999126
999118
999117
999115
999114
999111
999108
999106
999103
999099
999098
999097
999095
999090
999089
999088
999087
999085
999081
999080
999073
999069
999067
999063
999062
999057
999056
999055
999054
999053
999047
999030
999026
999025
999023
999021
999019
999018
999017
999012
999010
999009
999005
999003
999001
998998
998997
998991
998990
998986
998982
998978
998977
998976
998975
998972
998971
998966
998963
998962
998960
998958
998955
998953
998951
998950
998942
998941
998938
998936
998934
998933
998932
998931
998930
998929
998928
998922
998920
998919
998917
998906
998901
998880
998877
998875
998874
998870
998867
998866
998865
998863
998862
998861
998858
998856
998855
998851
998849
998839
998836
998834
998832
998830
998828
998826
998823
998822
998821
998820
998813
998810
998806
998798
998793
998792
998789
998788
998784
998782
998780
998772
998771
998770
998769
998768
998756
998755
998754
998753
998749
998748
998742
998741
998735
998734
998730
998727
998712
998711
998708
998707
998699
998698
998694
998693
998691
998690
998689
998688
998678
998676
998665
998661
998651
998649
998646
998645
998644
998641
998640
998639
998635
998634
998630
998629
998628
998627
998624
998620
998618
998611
998610
998604
998603
998602
998600
998599
998595
998593
998588
998587
998586
998584
998583
998581
998578
998577
998574
998571
998568
998567
998566
998564
998559
998556
998555
998553
998550
998548
998546
998541
998536
998533
998532
998531
998530
998527
998523
998518
998514
998511
998509
998508
998504
998499
998498
998495
998493
998492
998489
998488
998487
998486
998485
998483
998482
998480
998479
998475
998474
998472
998469
998466
998464
998463
998462
998460
998458
998456
998453
998452
998448
998446
998443
998441
998438
998432
998427
998423
998420
998418
998416
998414
998412
998411
998410
998407
998405
998404
998402
998399
998398
998397
998391
998389
998381
998379
998377
998374
998372
998366
998365
998363
998359
998354
998353
998348
998346
998343
998341
998339
998338
998336
998333
998332
998330
998329
998327
998326
998324
998322
998321
998318
998315
998314
998313
998312
998311
998310
998309
998307
998306
998305
998304
998302
998300
998299
998297
998296
998295
998294
998293
998292
998291
998290
998286
998283
998282
998280
998279
998278
998277
998273
998267
998261
998260
998257
998256
998255
998254
998247
998246
998245
998243
998241
998239
998238
998235
998234
998233
998232
998231
998230
998229
998227
998226
998225
998223
998221
998217
998213
998210
998209
998208
998207
998204
998201
998193
998190
998189
998185
998175
998171
998167
998164
998161
998160
998154
998151
998145
998140
998138
998135
998131
998130
998127
998126
998124
998123
998119
998115
998112
998110
998105
998104
998103
998102
998100
998099
998098
998095
998094
998088
998087
998085
998082
998080
998077
998074
998072
998071
998064
998062
998054
998051
998049
998046
998045
998044
998043
998042
998039
998038
998035
998034
998033
998030
998027
998026
998025
998024
998023
998018
998006
997991
997990
997984
997982
997976
997974
997970
997965
997956
997953
997952
997948
997946
997945
997942
997941
997940
997933
997930
997923
997920
997919
997917
997915
997912
997910
997909
997908
997903
997902
997900
997897
997895
997889
997888
997885
997883
997879
997868
997867
997866
997862
997861
997860
997857
997854
997853
997851
997849
997847
997846
997845
997844
997840
997838
997837
997836
997834
997825
997823
997821
997820
997811
997808
997807
997801
997799
997798
997797
997795
997793
997789
997788
997787
997786
997782
997780
997779
997776
997772
997769
997768
997765
997762
997759
997754
997753
997745
997744
997741
997739
997737
997736
997734
997730
997727
997721
997720
997719
997718
997712
997711
997706
997705
997703
997701
997699
997694
997693
997690
997689
997688
997686
997685
997683
997682
997674
997673
997669
997665
997660
997654
997651
997650
997647
997645
997638
997634
997623
997620
997619
997617
997614
997613
997604
997603
997602
997601
997600
997598
997595
997594
997593
997592
997590
997588
997587
997585
997584
997583
997582
997581
997580
997579
997574
997573
997567
997565
997564
997563
997562
997561
997558
997557
997556
997554
997548
997545
997544
997543
997542
997539
997534
997532
997531
997530
997528
997527
997524
997522
997521
997515
997514
997512
997510
997507
997506
997504
997503
997502
997498
997497
997496
997494
997493
997492
997490
997485
997484
997479
997478
997473
997464
997460
997457
997453
997452
997450
997449
997434
997433
997432
997431
997429
997425
997422
997417
997416
997414
997407
997406
997399
997395
997389
997388
997387
997386
997385
997384
997382
997381
997377
997372
997369
997368
997367
997366
997365
997362
997360
997359
997358
997357
997356
997355
997352
997351
997341
997336
997333
997332
997329
997328
997327
997324
997317
997316
997315
997314
997310
997308
997307
997306
997305
997304
997287
997286
997285
997284
997282
997281
997279
997275
997274
997272
997270
997263
997259
997251
997248
997245
997242
997236
997235
997228
997226
997225
997223
997214
997212
997211
997210
997209
997206
997205
997196
997195
997187
997183
997181
997180
997179
997172
997169
997165
997164
997160
997159
997158
997157
997153
997151
997147
997142
997141
997137
997136
997132
997131
997119
997105
997104
997103
997102
997098
997097
997096
997094
997090
997087
997085
997084
997082
997081
997078
997073
997066
997062
997057
997056
997055
997053
997051
997048
997040
997037
997033
997032
997031
997026
997023
997021
997005
997002
997001
997000
996998
996997
996996
996995
996994
996988
996984
996982
996981
996980
996974
996972
996971
996970
996969
996967
996966
996964
996963
996962
996961
996960
996959
996958
996957
996953
996952
996950
996949
996948
996947
996944
996943
996940
996934
996926
996921
996918
996917
996916
996913
996912
996911
996906
996904
996903
996900
996899
996894
996893
996888
996887
996885
996884
996883
996882
996881
996877
996876
996874
996872
996871
996869
996868
996865
996861
996860
996859
996858
996856
996849
996848
996843
996842
996841
996839
996838
996837
996831
996829
996826
996825
996821
996818
996816
996811
996809
996802
996801
996800
996794
996793
996790
996788
996782
996778
996776
996775
996774
996770
996767
996764
996763
996762
996761
996759
996757
996756
996753
996751
996746
996741
996737
996734
996731
996730
996729
996728
996726
996725
996723
996718
996716
996713
996710
996709
996706
996704
996703
996701
996699
996698
996693
996692
996691
996690
996687
996685
996684
996683
996682
996680
996679
996677
996676
996673
996672
996670
996669
996665
996662
996657
996655
996653
996650
996649
996648
996645
996643
996639
996637
996632
996628
996625
996623
996622
996621
996618
996616
996615
996614
996613
996612
996611
996610
996609
996608
996605
996604
996598
996595
996588
996585
996584
996578
996574
996569
996567
996566
996565
996564
996561
996560
996556
996553
996549
996546
996542
996540
996538
996535
996532
996531
996529
996527
996526
996525
996522
996512
996504
996503
996502
996501
996500
996499
996497
996496
996495
996494
996492
996489
996488
996480
996467
996465
996464
996462
996459
996457
996456
996455
996453
996452
996447
996445
996443
996438
996435
996434
996430
996428
996421
996419
996417
996410
996409
996407
996406
996405
996404
996403
996398
996397
996396
996386
996375
996374
996373
996372
996370
996366
996362
996360
996358
996352
996350
996349
996348
996345
996340
996338
996336
996332
996325
996314
996311
996306
996304
996302
996301
996298
996294
996293
996292
996291
996290
996286
996285
996281
996280
996278
996277
996276
996275
996271
996265
996263
996262
996259
996258
996257
996254
996253
996252
996236
996235
996233
996220
996214
996213
996212
996210
996209
996206
996205
996202
996192
996186
996182
996181
996174
996173
996171
996168
996165
996164
996162
996159
996154
996153
996150
996147
996146
996144
996140
996139
996137
996136
996134
996133
996132
996131
996128
996124
996123
996121
996119
996117
996115
996112
996105
996104
996103
996100
996098
996096
996094
996091
996090
996089
996088
996085
996083
996080
996078
996077
996068
996064
996063
996061
996059
996054
996051
996050
996040
996037
996036
996034
996031
996029
996024
996023
996020
996007
996001
996000
995999
995995
995993
995991
995989
995987
995986
995981
995978
995977
995975
995974
995969
995968
995963
995962
995958
995956
995951
995947
995943
995942
995941
995938
995937
995933
995931
995930
995928
995927
995922
995921
995918
995917
995914
995913
995912
995911
995910
995909
995908
995903
995899
995897
995896
995893
995892
995890
995887
995886
995883
995881
995880
995879
995878
995875
995874
995873
995872
995869
995868
995863
995862
995861
995860
995856
995854
995851
995845
995844
995839
995838
995837
995835
995834
995832
995831
995828
995825
995820
995811
995803
995799
995798
995796
995790
995789
995788
995784
995783
995779
995776
995771
995769
995768
995765
995763
995760
995759
995756
995754
995747
995745
995742
995739
995737
995736
995735
995734
995733
995732
995731
995730
995729
995726
995724
995723
995720
995718
995717
995709
995708
995707
995705
995700
